yyyy,mm,dd,latitude,longitude,depth,mag,magType
2014,8,17,19.7981,95.6858,15.0,3.9,se  
2014,8,20,27.5586,92.3289,7.1,4.0,ke  
2014,8,20,25.1561,97.9616,10.0,3.6,ke  
2014,8,21,18.165,94.4124,35.0,4.1,se  
2014,8,22,25.4885,94.7333,10.0,3.6,ke  
2014,8,24,19.5791,99.5236,10.0,4.5,se  
2014,9,2,16.4493,95.8313,20.0,3.6,ke  
2014,9,4,28.6983,94.2848,10.0,3.3,ke  
2014,9,5,26.796,97.147,28.0,3.7,ke  
2014,9,5,26.5061,96.5411,126.8,3.0,ke  
2014,9,6,25.0426,95.2519,121.7,4.6,se  
2014,9,7,26.159,92.8948,0.0,3.6,ke  
2014,9,9,22.1016,93.2031,10.9,5.3,ke  
2014,9,12,25.5937,90.0646,3.2,4.1,ke  
2014,9,13,27.7866,92.8316,35.0,4.0,ke  
2014,9,15,20.8959,93.3127,10.0,4.2,se  
2014,9,16,25.6791,99.5065,10.0,3.9,se  
2014,9,16,24.7713,98.269,10.0,4.0,ke  
2014,9,23,25.1726,97.9351,10.0,3.4,ke  
2014,9,29,22.9545,93.8107,58.0,3.8,ke  
2014,10,1,26.5778,96.5476,0.0,3.3,ke  
2014,10,2,18.6009,94.7079,0.0,3.4,ke  
2014,10,6,22.9882,94.1905,35.0,4.0,ke  
2014,10,7,23.3434,100.5005,12.8,5.6,ke  
2014,10,9,18.0938,95.1533,38.6,4.3,se  
2014,10,16,24.7584,97.6819,10.0,4.0,se  
2014,10,17,27.187,97.0097,15.0,4.6,se  
2014,10,17,-21.0582,-178.2497,450.0,3.9,se  
2014,10,18,26.877,94.3648,0.0,3.9,ke  
2014,10,20,27.6216,99.8306,33.0,3.2,ke  
2014,10,20,17.0891,95.2945,0.0,3.3,ke  
2014,10,23,21.8768,94.1346,100.0,3.7,ke  
2014,10,24,27.8727,91.9789,7.2,4.2,se  
2014,10,24,24.0549,93.8492,51.2,4.5,se  
2014,10,24,23.7209,94.5991,100.0,4.4,se  
2014,10,27,27.9293,93.767,10.0,3.8,ke  
2014,10,27,17.5711,94.3177,35.0,4.3,se  
2014,10,30,26.3329,90.3274,35.0,3.5,ke  
2014,10,31,22.3206,94.6298,237.7,2.8,ke  
2014,11,2,26.7854,93.9478,49.0,4.0,se  
2014,11,3,27.342,91.2818,10.0,3.7,ke  
2014,11,3,27.2869,97.2612,69.6,3.0,ke  
2014,11,8,24.8856,96.2366,21.0,4.6,se  
2014,11,8,24.9197,94.7784,86.2,4.7,se  
2014,11,10,19.4442,94.8138,70.3,4.3,se  
2014,11,13,24.7375,95.0836,150.0,4.2,se  
2014,11,17,27.5966,90.3027,35.0,3.9,se  
2014,11,18,27.6376,98.1411,0.0,3.8,ke  
2014,11,20,23.5296,93.5213,48.9,5.9,ke  
2014,11,20,23.46,93.7684,102.5,2.9,ke  
2014,11,20,23.9212,94.3448,80.0,3.1,ke  
2014,11,20,23.6781,93.9105,72.1,3.2,ke  
2014,11,23,23.9813,95.5997,0.0,3.4,ke  
2014,11,26,21.2249,93.8019,50.0,3.8,se  
2014,11,27,22.1667,96.1261,10.0,3.9,se  
2014,11,28,17.2234,96.3476,10.0,4.3,se  
2014,11,28,27.233,90.301,8.0,3.0,ke  
2014,12,2,19.0701,95.6428,13.0,3.4,ke  
2014,12,3,24.1389,92.6346,75.4,3.6,ke  
2014,12,4,26.9936,92.5027,28.3,4.7,ke  
2014,12,7,23.5888,99.9405,10.0,3.5,ke  
2014,12,7,23.2059,99.9983,10.0,3.6,ke  
2014,12,11,24.6034,94.4164,82.0,4.3,se  
2014,12,12,26.2603,96.3393,0.0,3.6,ke  
2014,12,21,24.2387,94.5875,94.5,5.0,ke  
2014,12,21,23.3611,94.0111,73.0,3.1,ke  
2014,12,22,24.1684,94.8281,0.0,3.4,ke  
2014,12,22,22.3393,92.9411,35.0,4.2,se  
2014,12,26,21.3655,98.3893,10.0,4.6,se  
2014,12,26,24.4976,96.6202,10.0,3.5,ke  
2014,12,28,20.3682,93.5344,35.0,3.4,ke  
2014,12,28,22.4993,93.774,35.0,4.1,se  
2014,12,29,26.3461,91.8318,33.4,3.9,ke  
2014,12,31,21.9951,93.2616,52.0,4.5,se  
2015,1,2,22.6773,95.9491,35.0,3.9,se  
2015,1,3,27.2436,98.0677,0.0,2.9,ke  
2015,1,6,26.928,95.5347,0.0,3.4,ke  
2015,1,8,22.9096,94.0437,100.0,4.0,ke  
2015,1,9,23.8819,90.2797,35.0,3.5,ke  
2015,1,15,22.564,92.4931,41.0,4.3,se  
2015,1,18,25.5775,96.5461,25.0,4.0,se  
2015,1,19,26.0918,99.698,10.0,4.3,se  
2015,1,27,20.567,97.4008,0.0,3.4,ke  
2015,1,27,23.218,95.7301,10.0,4.1,se  
2015,1,31,24.1063,94.4938,82.8,3.0,ke  
2015,2,1,25.1347,96.6363,10.0,4.0,se  
2015,2,1,26.4514,93.2369,51.8,4.1,se  
2015,2,3,26.2234,90.8409,3.7,3.6,ke  
2015,2,5,22.1762,94.4776,80.9,3.1,ke  
2015,2,6,26.9052,91.9918,23.0,3.5,ke  
2015,2,12,24.0657,93.8485,74.8,4.7,se  
2015,2,16,25.1202,95.3129,35.0,4.0,se  
2015,2,16,22.6888,99.7834,10.0,3.4,ke  
2015,2,19,26.6446,96.8682,15.0,4.1,se  
2015,2,23,25.8684,95.0733,100.0,4.2,se  
2015,2,28,22.5163,93.9387,122.5,3.3,ke  
2015,3,1,23.5833,98.8935,17.7,5.0,ke  
2015,3,1,24.5093,98.0244,35.0,3.8,ke  
2015,3,8,22.6446,95.9053,10.0,4.2,se  
2015,3,10,24.977,94.4337,72.0,3.0,ke  
2015,3,14,24.0461,93.7666,59.2,3.6,ke  
2015,3,17,24.4773,94.7558,100.0,4.1,se  
2015,3,22,25.5583,92.761,34.3,3.8,ke  
2015,3,22,22.5174,92.7714,47.4,3.6,ke  
2015,3,23,22.7408,94.3051,48.3,3.3,ke  
2015,3,26,24.3477,94.9677,0.0,3.4,ke  
2015,3,27,22.9744,93.0466,35.0,3.4,ke  
2015,3,29,24.1949,95.984,0.0,3.3,ke  
2015,3,30,18.5878,97.6724,10.0,3.3,ke  
2015,4,1,25.9431,90.5884,10.0,4.3,ke  
2015,4,12,22.3897,95.4385,10.0,3.4,ke  
2015,4,12,24.0304,93.8206,100.0,3.3,ke  
2015,4,15,24.4755,96.1797,10.0,4.2,se  
2015,4,15,21.4537,93.0557,0.0,3.5,ke  
2015,4,16,26.8919,92.6816,24.9,4.8,ke  
2015,4,17,26.3213,92.3729,47.0,3.8,ke  
2015,4,25,25.7198,96.7884,10.0,3.6,ke  
2015,4,29,26.8757,92.4025,8.5,3.4,ke  
2015,4,30,26.2705,94.8483,10.0,4.7,se  
2015,4,30,26.0299,95.1006,90.7,3.8,ke  
2015,5,1,22.6422,98.851,0.0,3.6,ke  
2015,5,13,25.4998,98.3157,0.0,3.4,ke  
2015,5,14,23.602,93.5269,0.0,3.4,ke  
2015,5,15,19.6409,93.3543,10.0,3.8,ke  
2015,5,21,22.6827,95.8648,10.0,4.2,se  
2015,5,23,23.9721,95.5069,0.0,3.4,ke  
2015,5,24,27.6863,90.6109,0.0,3.3,ke  
2015,5,24,20.454,98.9474,10.0,4.3,se  
2015,5,25,22.132,93.7881,50.0,4.0,se  
2015,5,26,24.3102,93.9853,73.2,4.2,se  
2015,5,28,25.7344,90.8469,10.0,3.6,ke  
2015,5,29,25.7601,90.1526,10.0,3.7,ke  
2015,6,1,26.5075,96.0163,104.2,4.0,se  
2015,6,2,24.1573,94.6121,0.0,3.6,ke  
2015,6,3,15.6522,96.2468,28.0,4.0,ke  
2015,6,5,25.2203,95.2126,100.0,3.6,ke  
2015,6,5,26.108,99.9642,10.0,3.8,ke  
2015,6,7,18.9973,94.8169,50.0,4.1,se  
2015,6,14,19.8989,93.7249,35.0,3.4,ke  
2015,6,15,22.1799,94.0893,64.0,4.0,se  
2015,6,18,22.7402,92.1277,10.0,3.6,ke  
2015,6,28,26.5676,90.3467,24.4,5.4,ke  
2015,6,30,25.9945,90.7529,35.0,3.7,se  
2015,7,1,27.3083,91.177,10.0,4.3,se  
2015,7,3,23.6271,94.424,99.0,4.0,se  
2015,7,4,24.781,95.2952,125.0,4.1,se  
2015,7,10,25.3579,90.6464,10.0,3.8,ke  
2015,7,10,27.3962,94.0448,10.0,4.1,se  
2015,7,13,26.445,96.4751,113.2,4.3,se  
2015,7,15,21.7622,94.307,101.3,3.1,ke  
2015,7,21,19.0667,96.1028,19.5,5.0,se  
2015,7,21,18.8943,95.8177,35.0,3.8,ke  
2015,7,21,24.2033,93.7617,60.9,4.2,se  
2015,7,23,25.9511,98.4353,0.0,3.3,ke  
2015,8,1,15.65,94.0572,35.0,3.8,ke  
2015,8,8,22.5474,94.3109,106.0,4.1,ke  
2015,8,10,18.42,96.0158,10.0,4.4,se  
2015,8,14,27.2692,97.983,0.0,3.6,ke  
2015,8,15,23.5241,96.835,10.0,4.1,se  
2015,8,17,25.8273,95.471,100.0,3.5,ke  
2015,8,17,23.8469,96.5264,10.0,4.1,ke  
2015,8,20,14.9491,98.334,5.0,4.0,ke  
2015,8,20,26.2074,93.3323,0.0,3.3,ke  
2015,8,20,25.0419,91.172,0.0,3.6,ke  
2015,8,20,25.9753,90.1134,10.0,3.8,se  
2015,8,23,24.883,95.6909,200.0,3.5,ke  
2015,8,23,24.3441,94.0896,0.0,3.3,ke  
2015,8,25,26.0818,96.473,0.0,3.5,ke  
2015,8,27,27.5489,92.6495,18.0,3.9,ke  
2015,8,29,25.5377,96.4831,25.0,3.8,ke  
2015,8,29,24.8826,95.0888,104.0,4.2,se  
2015,9,9,25.1191,98.6792,0.0,3.5,ke  
2015,9,13,22.9541,95.9601,32.0,3.8,se  
2015,9,16,26.6438,96.2997,0.0,3.2,ke  
2015,9,17,24.6031,94.5929,86.0,4.6,se  
2015,9,18,23.3258,93.8689,100.0,4.2,se  
2015,9,22,25.8827,97.6685,10.0,3.6,ke  
2015,9,25,26.5419,91.7246,55.4,4.3,se  
2015,9,26,27.4503,92.8698,35.0,3.5,ke  
2015,9,26,25.9643,96.168,156.7,2.7,ke  
2015,9,28,23.2741,93.5395,50.0,3.9,ke  
2015,9,30,20.8332,90.764,35.0,3.6,ke  
2015,10,2,22.5143,93.3497,59.0,4.5,se  
2015,10,10,22.9843,93.8363,182.7,3.2,ke  
2015,10,10,24.1763,95.954,36.0,4.4,se  
2015,10,11,25.7255,96.4435,25.0,3.5,ke  
2015,10,11,24.8346,94.2596,29.9,3.8,ke  
2015,10,11,20.6943,93.1973,0.0,3.4,ke  
2015,10,17,26.8798,93.748,0.0,3.3,ke  
2015,10,23,26.7314,99.689,0.0,3.2,ke  
2015,10,28,23.4287,99.7968,0.0,3.2,ke  
2015,10,28,25.5136,97.5747,0.0,3.5,ke  
2015,10,28,24.2614,92.9958,46.1,4.1,se  
2015,10,29,22.3396,93.0402,50.0,3.8,ke  
2015,10,29,24.6385,92.296,42.1,4.7,se  
2015,10,30,25.1082,99.472,10.0,5.1,ke  
2015,10,31,26.7153,96.7746,35.0,4.1,se  
2015,11,8,27.7074,92.6787,18.0,3.5,ke  
2015,11,13,24.5786,94.6183,82.0,4.2,se  
2015,11,16,26.665,92.5372,47.0,3.8,ke  
2015,11,21,23.4103,96.1155,0.0,3.6,ke  
2015,11,23,19.4017,95.4902,18.0,3.9,ke  
2015,11,25,26.4332,92.9177,46.9,4.6,ke  
2015,11,27,22.4682,94.7571,22.4,5.5,ke  
2015,11,28,18.2781,95.7167,50.0,3.9,se  
2015,11,30,23.8094,92.6295,0.0,3.7,ke  
2015,12,2,22.2054,94.4591,0.0,3.5,ke  
2015,12,3,21.6632,94.1027,0.0,3.5,ke  
2015,12,11,24.5535,96.5422,0.0,3.3,ke  
2015,12,11,26.6012,91.4977,0.0,3.7,ke  
2015,12,13,24.6574,95.0248,150.0,3.9,se  
2015,12,15,27.28,97.035,17.6,3.4,ke  
2015,12,17,27.1992,96.5319,35.0,3.7,ke  
2015,12,17,27.7142,90.4037,35.0,4.0,ke  
2015,12,21,24.983,90.4265,10.0,3.9,se  
2015,12,23,25.7597,94.6988,73.3,3.6,ke  
2015,12,29,27.6745,92.6704,18.0,4.0,ke  
2015,12,30,24.8317,91.3502,35.0,3.3,ke  
2016,1,3,24.8308,93.6047,49.5,6.6,ke  
2016,1,3,25.1222,99.9413,10.0,3.8,ke  
2016,1,5,24.4787,93.5056,0.0,3.3,ke  
2016,1,6,24.4658,94.2778,35.0,3.9,ke  
2016,1,7,28.0428,92.7863,10.0,3.5,ke  
2016,1,10,24.0583,96.8442,0.0,3.5,ke  
2016,1,10,24.6095,95.7141,200.0,3.5,ke  
2016,1,12,16.4627,96.4129,35.0,4.3,se  
2016,1,13,25.0336,95.9396,0.0,3.4,ke  
2016,1,14,25.9036,91.0769,0.0,3.3,ke  
2016,1,17,19.727,97.8787,0.0,3.3,ke  
2016,1,18,24.8458,99.1544,7.0,3.7,ke  
2016,1,18,24.171,94.5577,100.0,4.1,se  
2016,1,18,26.3646,92.2617,47.0,3.7,ke  
2016,1,20,23.8517,90.7508,0.0,3.2,ke  
2016,1,27,23.0933,92.9508,35.0,3.2,ke  
2016,1,31,21.8414,94.1783,0.0,3.4,ke  
2016,2,1,23.8301,93.7575,65.9,3.5,ke  
2016,2,4,14.2722,93.1512,24.3,5.0,ke  
2016,2,8,27.4247,99.751,0.0,2.9,ke  
2016,2,8,25.1285,94.6932,100.0,3.2,ke  
2016,2,9,24.6652,95.3712,50.0,3.6,ke  
2016,2,10,18.9722,94.8353,0.0,3.5,ke  
2016,2,12,24.5065,94.5408,82.0,3.4,ke  
2016,2,16,24.298,94.77,112.0,3.1,ke  
2016,2,16,26.2587,93.4248,35.3,4.6,se  
2016,2,24,27.5992,99.9943,10.0,4.0,ke  
2016,2,27,26.3272,96.7347,150.0,3.4,ke  
2016,3,2,26.6846,95.41,10.0,4.1,se  
2016,3,4,25.7347,96.1039,0.0,3.1,ke  
2016,3,5,23.5934,95.3921,10.0,3.4,ke  
2016,3,6,24.3609,92.9146,48.1,3.8,ke  
2016,3,8,23.2877,93.9804,0.0,3.3,ke  
2016,3,9,25.7903,97.1796,0.0,3.5,ke  
2016,3,9,24.6058,95.853,35.0,3.8,ke  
2016,3,9,25.3033,96.7204,0.0,3.4,ke  
2016,3,13,26.2872,92.2839,41.6,4.2,ke  
2016,3,13,21.7164,91.4645,0.0,3.4,ke  
2016,3,19,20.0222,97.5967,35.0,4.1,se  
2016,3,22,19.2307,94.0732,35.0,3.5,ke  
2016,3,23,24.8366,96.3493,10.0,4.3,se  
2016,3,26,21.8475,94.0194,100.0,3.4,ke  
2016,3,28,25.9904,90.7767,20.8,3.9,se  
2016,4,3,20.3033,94.103,35.0,3.8,ke  
2016,4,5,25.756,90.4596,24.8,4.9,ke  
2016,4,13,24.8722,94.1,59.0,3.6,ke  
2016,4,13,23.1074,94.8533,151.4,6.9,ke  
2016,4,13,23.2275,95.2672,144.4,3.5,ke  
2016,4,14,23.7362,94.0991,70.2,4.5,se  
2016,4,14,22.948,93.4287,35.0,3.4,ke  
2016,4,14,21.8545,93.2526,0.0,3.3,ke  
2016,4,15,23.6225,93.2545,35.0,4.1,ke  
2016,4,19,24.7371,92.8066,13.2,3.6,ke  
2016,4,21,24.7244,94.6121,0.0,3.4,ke  
2016,4,21,17.3778,94.6064,0.0,3.7,ke  
2016,4,27,24.5903,95.0125,119.6,3.1,ke  
2016,4,29,22.2802,95.4526,100.0,3.5,ke  
2016,5,2,16.0426,93.6375,0.0,3.5,ke  
2016,5,2,26.0724,95.8365,100.0,3.6,ke  
2016,5,2,22.1979,94.5254,100.0,4.1,se  
2016,5,6,23.517,94.3677,35.0,3.9,se  
2016,5,7,25.4155,91.7,34.4,4.0,se  
2016,5,12,24.3014,94.1635,71.6,4.8,se  
2016,5,13,27.1818,97.1948,0.0,3.5,ke  
2016,5,16,26.2035,90.4384,24.0,4.0,se  
2016,5,17,26.0903,99.5707,27.7,4.9,se  
2016,5,17,26.167,99.883,0.0,3.4,ke  
2016,5,17,26.4343,92.2995,0.0,3.2,ke  
2016,5,19,22.7308,93.78,50.0,4.8,se  
2016,5,20,24.91,92.112,15.1,3.5,ke  
2016,5,22,20.245,99.1027,10.0,3.8,ke  
2016,5,26,22.4816,94.8757,0.0,3.5,ke  
2016,5,27,21.629,95.4863,0.0,3.5,ke  
2016,5,27,26.4564,96.4939,50.0,4.4,se  
2016,6,2,18.4293,96.4656,10.0,4.4,se  
2016,6,6,27.8456,94.0481,9.1,3.5,ke  
2016,6,7,27.4794,92.6534,10.8,3.8,ke  
2016,6,11,26.2702,99.86,0.0,3.4,ke  
2016,6,11,25.7106,95.0581,80.2,4.4,se  
2016,6,16,23.931,96.0219,10.0,3.5,ke  
2016,6,17,27.5954,90.4757,0.0,3.2,ke  
2016,6,18,22.4688,96.0422,24.5,3.6,ke  
2016,6,20,20.5542,93.7757,52.0,4.4,se  
2016,6,27,22.767,91.9985,35.0,4.6,se  
2016,6,29,25.4029,95.7804,174.6,2.9,ke  
2016,7,1,24.9473,95.2458,136.2,4.5,se  
2016,7,3,22.3174,99.3799,0.0,3.6,ke  
2016,7,4,25.9142,95.6026,95.0,3.8,ke  
2016,7,5,25.1648,94.6093,72.0,3.7,ke  
2016,7,5,24.6971,95.0815,112.0,4.2,se  
2016,7,10,25.0439,95.8962,23.0,3.7,ke  
2016,7,13,24.4087,94.5271,101.3,4.2,se  
2016,7,13,20.9885,97.5708,0.0,3.6,ke  
2016,7,15,15.5763,93.7578,35.0,4.1,se  
2016,7,16,24.3566,93.7298,55.0,3.5,ke  
2016,7,20,23.0998,95.4086,0.0,3.7,ke  
2016,7,26,26.4729,92.3872,38.0,3.8,ke  
2016,7,27,21.5161,94.4809,101.9,4.9,se  
2016,7,27,24.6626,94.3033,82.0,3.7,ke  
2016,7,28,23.3456,98.8077,10.0,3.8,ke  
2016,7,29,21.8551,99.6768,10.0,4.6,se  
2016,8,1,26.9161,90.1694,35.0,3.6,ke  
2016,8,8,26.1815,99.8747,10.0,4.1,se  
2016,8,11,26.3222,96.0201,100.0,3.8,ke  
2016,8,14,26.8177,98.2562,0.0,3.4,ke  
2016,8,15,24.8185,99.6518,0.0,3.6,ke  
2016,8,18,21.3249,92.6571,35.0,3.5,ke  
2016,8,19,22.5472,95.7997,35.0,4.1,se  
2016,8,19,27.6227,92.6989,9.3,3.8,ke  
2016,8,20,20.2296,93.2536,0.0,3.2,ke  
2016,8,23,23.8784,94.5754,113.8,5.2,se  
2016,8,24,20.9438,94.5495,88.2,6.5,se  
2016,8,25,22.8497,96.0105,0.0,3.4,ke  
2016,8,25,23.7003,94.078,73.0,3.5,ke  
2016,8,27,23.9074,93.8187,68.0,3.6,ke  
2016,8,31,24.8375,94.916,104.0,3.7,ke  
2016,9,3,27.2137,96.7932,44.8,4.4,se  
2016,9,3,24.4645,94.4181,87.1,3.6,ke  
2016,9,3,22.9771,93.4768,53.0,3.7,ke  
2016,9,4,28.0566,92.1858,16.6,3.9,se  
2016,9,17,24.3955,93.7867,65.8,4.2,se  
2016,9,17,26.2421,99.4139,10.0,3.8,ke  
2016,9,17,27.1417,90.2097,16.2,3.5,ke  
2016,9,18,26.7448,88.5286,10.0,3.1,ke  
2016,9,21,18.7231,95.5954,0.0,3.4,ke  
2016,9,22,25.1343,95.4548,146.8,4.5,se  
2016,9,24,25.842,94.8302,90.6,3.6,ke  
2016,10,1,25.8109,97.1124,0.0,3.4,ke  
2016,10,3,24.6986,94.7072,82.5,3.4,ke  
2016,10,6,26.4675,92.8401,47.7,4.0,se  
2016,10,7,23.1404,94.141,35.0,4.3,se  
2016,10,9,22.3733,93.8507,50.0,4.1,se  
2016,10,9,24.7467,95.1341,112.0,3.5,ke  
2016,10,10,23.6059,94.046,35.0,3.3,ke  
2016,10,10,24.6225,95.3687,100.0,3.5,ke  
2016,10,11,25.2537,95.0267,93.4,4.6,se  
2016,10,11,24.8654,96.0976,10.0,4.4,se  
2016,10,13,27.008,92.021,10.0,3.2,ke  
2016,10,17,26.1619,96.1312,0.0,3.6,ke  
2016,10,18,23.1477,93.4609,53.0,3.6,ke  
2016,10,18,22.5058,92.6562,10.0,3.5,ke  
2016,10,19,24.806,91.1054,15.8,4.1,se  
2016,10,19,22.6748,93.5178,100.0,3.8,ke  
2016,10,21,19.3035,93.9938,0.0,3.8,ke  
2016,10,22,24.5759,94.1949,100.0,3.7,ke  
2016,10,23,25.928,90.201,26.4,4.3,ke  
2016,10,26,22.8514,94.4801,111.1,4.9,se  
2016,10,26,23.1476,92.8179,43.2,4.5,se  
2016,10,29,21.7228,93.4046,49.0,3.7,se  
2016,10,31,25.7216,95.4962,133.6,3.1,ke  
2016,10,31,26.2277,95.0695,82.8,3.5,ke  
2016,11,1,27.9856,96.1421,0.0,3.6,ke  
2016,11,2,27.3926,91.361,35.0,3.6,ke  
2016,11,7,21.7839,94.9315,0.0,3.5,ke  
2016,11,11,27.1539,99.0305,0.0,3.2,ke  
2016,11,11,15.5621,93.5371,35.0,3.7,ke  
2016,11,13,25.8137,96.1292,0.0,3.6,ke  
2016,11,14,23.0895,93.5342,0.0,3.3,ke  
2016,11,15,24.6122,92.3446,29.2,4.5,se  
2016,11,17,25.6671,99.8488,10.0,4.4,se  
2016,11,17,25.1841,96.8279,0.0,3.8,ke  
2016,11,20,21.3763,94.1894,0.0,3.4,ke  
2016,11,21,28.0787,91.7365,11.5,3.7,ke  
2016,11,23,24.2706,99.091,10.0,3.8,ke  
2016,12,2,21.2676,93.3804,0.0,3.2,ke  
2016,12,2,19.933,93.902,35.0,3.7,ke  
2016,12,5,23.7741,94.5982,100.0,4.1,ke  
2016,12,6,26.6423,97.2291,0.0,3.5,ke  
2016,12,8,24.6399,94.7778,112.0,4.0,se  
2016,12,8,23.8445,93.781,80.2,3.7,ke  
2016,12,10,26.0367,95.4818,150.0,3.3,ke  
2016,12,11,25.6824,91.6243,12.7,4.0,ke  
2016,12,11,25.2783,91.3132,28.0,3.6,ke  
2016,12,12,22.7558,93.9114,100.0,3.5,ke  
2016,12,14,16.6266,95.8923,0.0,3.3,ke  
2016,12,18,24.4716,95.9196,0.0,3.3,ke  
2016,12,21,25.184,93.95,11.2,3.6,ke  
2016,12,22,23.308,93.4941,51.0,3.6,ke  
2016,12,23,24.9798,97.581,35.0,3.7,ke  
2016,12,28,22.8305,93.7584,0.0,3.2,ke  
2016,12,29,21.1243,94.0992,50.0,3.8,ke  
2016,12,29,16.7289,94.1211,35.0,4.2,se  
2017,1,1,24.5401,98.4417,0.0,3.3,ke  
2017,1,1,20.9829,98.3298,10.0,3.4,se  
2017,1,3,24.1004,91.9889,34.6,5.4,ke  
2017,1,3,23.2899,94.4975,96.8,5.0,ke  
2017,1,3,27.9697,93.8478,10.0,4.3,se  
2017,1,4,22.9568,96.0695,10.0,4.0,se  
2017,1,5,25.0871,95.1375,104.0,3.6,ke  
2017,1,6,25.0856,96.415,0.0,3.4,ke  
2017,1,7,16.1428,98.5891,0.0,3.4,ke  
2017,1,10,23.3021,93.98,50.0,3.6,ke  
2017,1,12,26.3851,95.3082,60.3,4.3,se  
2017,1,18,23.9359,92.8936,63.6,3.7,ke  
2017,1,18,26.4742,96.2519,100.0,3.8,ke  
2017,1,21,19.7681,94.7669,97.0,4.2,se  
2017,1,24,25.5999,91.8526,30.6,3.9,se  
2017,1,29,24.1655,91.4425,35.0,3.5,ke  
2017,1,29,25.9084,96.4584,10.0,4.4,se  
2017,2,8,22.5279,94.6867,121.0,4.3,se  
2017,2,10,26.7486,96.7117,35.0,4.0,ke  
2017,2,12,25.5253,90.9816,3.4,4.3,ke  
2017,2,13,15.471,95.9946,28.0,3.8,ke  
2017,2,15,25.9705,95.6233,150.0,3.3,ke  
2017,2,16,16.3446,96.0267,20.0,3.6,ke  
2017,2,21,20.656,92.8873,35.0,3.2,ke  
2017,2,22,19.9244,94.0221,35.0,3.7,ke  
2017,2,24,23.1347,93.5756,79.9,3.0,ke  
2017,2,25,21.1723,94.9081,100.0,3.7,ke  
2017,2,25,24.0802,92.0154,35.0,3.5,ke  
2017,2,25,23.9628,96.3853,0.0,3.3,ke  
2017,2,25,26.4632,96.1067,100.0,3.3,ke  
2017,2,26,23.9084,95.5603,0.0,3.4,ke  
2017,3,1,23.7768,94.4573,125.4,3.0,ke  
2017,3,4,25.1779,94.6921,70.4,5.0,ke  
2017,3,6,26.5493,99.5418,0.0,3.6,ke  
2017,3,11,24.6626,97.4268,0.0,3.5,ke  
2017,3,13,17.3359,95.8364,17.5,5.0,se  
2017,3,14,27.104,96.9065,28.0,4.1,se  
2017,3,21,25.0571,92.1634,41.7,3.5,se  
2017,3,23,21.992,94.2803,100.0,3.7,ke  
2017,3,24,22.995,92.3248,0.0,3.3,ke  
2017,3,24,16.9288,94.9695,0.0,3.5,ke  
2017,3,25,22.4963,92.7862,35.0,3.6,ke  
2017,3,25,22.3162,94.4241,100.0,3.7,ke  
2017,3,26,25.904,99.7862,22.8,4.9,ke  
2017,4,1,25.1173,95.5265,140.7,3.2,ke  
2017,4,4,26.4057,95.8396,100.0,3.9,ke  
2017,4,13,22.8626,95.9602,0.0,3.4,ke  
2017,4,14,27.3864,89.2833,35.0,4.6,ke  
2017,4,18,24.9824,91.4587,9.0,4.3,se  
2017,4,23,20.1206,94.9457,97.0,3.9,ke  
2017,4,25,25.6319,90.756,10.0,4.2,ke  
2017,5,2,27.4789,96.4903,10.0,3.5,ke  
2017,5,6,23.877,93.8012,79.3,4.2,se  
2017,5,7,26.773,90.5081,30.0,4.7,ke  
2017,5,15,25.8867,97.4349,0.0,3.4,ke  
2017,5,19,25.7086,99.5618,10.0,4.1,se  
2017,5,24,27.5726,90.4024,10.0,4.3,ke  
2017,5,24,23.1124,93.8764,100.0,3.7,ke  
2017,5,25,15.6759,96.0051,28.0,4.1,ke  
2017,5,26,24.1122,94.2897,107.0,3.9,ke  
2017,5,27,19.3963,99.5314,35.0,3.7,ke  
2017,5,29,23.3275,94.9912,100.0,4.0,se  
2017,6,3,20.2086,92.8758,0.0,3.6,ke  
2017,6,7,15.9222,95.926,10.0,3.5,ke  
2017,6,9,25.2194,94.9964,100.0,4.4,se  
2017,6,11,23.9377,95.8982,0.0,3.3,ke  
2017,6,14,22.9334,94.7609,150.0,3.9,ke  
2017,6,16,23.6737,93.9854,100.0,3.5,ke  
2017,6,18,22.6557,93.9498,88.0,3.5,ke  
2017,6,18,24.6414,93.9159,10.0,4.5,se  
2017,6,23,25.3985,91.9295,0.0,3.3,ke  
2017,7,1,23.8063,94.5575,101.4,4.6,se  
2017,7,2,24.2451,94.635,79.0,4.7,se  
2017,7,3,21.351,93.2781,50.0,3.7,ke  
2017,7,5,25.8846,90.2859,10.0,3.5,ke  
2017,7,13,23.4903,94.404,88.0,4.6,se  
2017,7,15,22.8159,95.8362,10.0,3.7,se  
2017,7,17,21.0127,93.4509,45.0,4.4,se  
2017,7,18,24.6254,94.2996,84.2,3.5,ke  
2017,7,21,24.0879,91.8983,22.9,4.2,se  
2017,7,22,23.088,94.0142,58.0,3.4,ke  
2017,7,23,22.9218,94.6525,141.7,3.0,ke  
2017,7,23,26.8682,95.7304,104.0,3.3,ke  
2017,7,24,23.4529,93.9934,0.0,3.5,ke  
2017,7,25,23.4282,90.6884,10.0,4.0,se  
2017,7,29,24.0461,93.8933,71.5,3.4,ke  
2017,7,31,26.7606,92.3063,11.3,3.9,ke  
2017,8,2,24.2741,93.5509,52.1,5.1,ke  
2017,8,3,23.35,95.5239,10.0,3.6,ke  
2017,8,9,17.3747,94.832,0.0,3.8,ke  
